Experiment Name,Model,Window,Eval Date,Num Samples,TN_@k=50,FP_@k=50,FN_@k=50,TP_@k=50,TN_@k=60,FP_@k=60,FN_@k=60,TP_@k=60,TN_@p>=0.5,FP_@p>=0.5,FN_@p>=0.5,TP_@p>=0.5,TN_@p>=0.6,FP_@p>=0.6,FN_@p>=0.6,TP_@p>=0.6,precision_@k=50,precision_@k=60,precision_@p>=0.5,precision_@p>=0.6,recall_@k=50,recall_@k=60,recall_@p>=0.5,recall_@p>=0.6,accuracy_@k=50,accuracy_@k=60,accuracy_@p>=0.5,accuracy_@p>=0.6,balanced_acc_@k=50,balanced_acc_@k=60,balanced_acc_@p>=0.5,balanced_acc_@p>=0.6,f1_score_@k=50,f1_score_@k=60,f1_score_@p>=0.5,f1_score_@p>=0.6,log_loss,roc_auc_score,brier_score_loss,Prediction Source,Referral Source,Result Output,Start Time,End Time,Total Time
Version 1.0,lin_reg,201609-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 1.06694, 0.21684, 0.36150,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.843345-04:00,2020-06-15 00:31:27.894234-04:00,0 days 00:00:00.050889000
Version 1.0,lin_reg,201612-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 1.06694, 0.21684, 0.36150,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.898201-04:00,2020-06-15 00:31:27.914158-04:00,0 days 00:00:00.015957000
Version 1.0,rand_forest,201609-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 1.01512, 0.37806, 0.34741,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.915154-04:00,2020-06-15 00:31:27.932108-04:00,0 days 00:00:00.016954000
Version 1.0,rand_forest,201612-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 1.01512, 0.37806, 0.34741,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.934103-04:00,2020-06-15 00:31:27.949063-04:00,0 days 00:00:00.014960000
Version 1.0,xg_boost,201609-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.93021, 0.54439, 0.31620,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.950059-04:00,2020-06-15 00:31:27.964026-04:00,0 days 00:00:00.013967000
Version 1.0,xg_boost,201612-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.93021, 0.54439, 0.31620,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.966017-04:00,2020-06-15 00:31:27.980978-04:00,0 days 00:00:00.014961000
Version 1.0,sgmm,201609-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.92305, 0.56582, 0.31800,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.982971-04:00,2020-06-15 00:31:27.995937-04:00,0 days 00:00:00.012966000
Version 1.0,sgmm,201612-201706,201612,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.92305, 0.56582, 0.31800,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:27.996933-04:00,2020-06-15 00:31:28.022865-04:00,0 days 00:00:00.025932000
Version 1.0,lin_reg,201610-201707,201701,494,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.25000, 0.25000, 0.25000, 0.25000, 0.89474, 0.87449, 0.89474, 0.87449, 0.57500, 0.56480, 0.57500, 0.56480, 0.03704, 0.03125, 0.03704, 0.03125, 1.01242, 0.60867, 0.33752,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.517780-04:00,2020-06-15 00:31:28.566704-04:00,0 days 00:00:00.048924000
Version 1.0,lin_reg,201701-201707,201701,494,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.25000, 0.25000, 0.25000, 0.25000, 0.89474, 0.87449, 0.89474, 0.87449, 0.57500, 0.56480, 0.57500, 0.56480, 0.03704, 0.03125, 0.03704, 0.03125, 1.01242, 0.60867, 0.33752,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.568713-04:00,2020-06-15 00:31:28.583720-04:00,0 days 00:00:00.015007000
Version 1.0,rand_forest,201610-201707,201701,494,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.25000, 0.25000, 0.25000, 0.25000, 0.89474, 0.87449, 0.89474, 0.87449, 0.57500, 0.56480, 0.57500, 0.56480, 0.03704, 0.03125, 0.03704, 0.03125, 0.98256, 0.36888, 0.33307,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.584714-04:00,2020-06-15 00:31:28.601668-04:00,0 days 00:00:00.016954000
Version 1.0,rand_forest,201701-201707,201701,494,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.25000, 0.25000, 0.25000, 0.25000, 0.89474, 0.87449, 0.89474, 0.87449, 0.57500, 0.56480, 0.57500, 0.56480, 0.03704, 0.03125, 0.03704, 0.03125, 0.98256, 0.36888, 0.33307,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.602665-04:00,2020-06-15 00:31:28.619626-04:00,0 days 00:00:00.016961000
Version 1.0,xg_boost,201610-201707,201701,494,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.25000, 0.25000, 0.25000, 0.25000, 0.89474, 0.87449, 0.89474, 0.87449, 0.57500, 0.56480, 0.57500, 0.56480, 0.03704, 0.03125, 0.03704, 0.03125, 0.95964, 0.64388, 0.32115,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.620644-04:00,2020-06-15 00:31:28.636572-04:00,0 days 00:00:00.015928000
Version 1.0,xg_boost,201701-201707,201701,494,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000,441.00000,49.00000, 3.00000, 1.00000,431.00000,59.00000, 3.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.25000, 0.25000, 0.25000, 0.25000, 0.89474, 0.87449, 0.89474, 0.87449, 0.57500, 0.56480, 0.57500, 0.56480, 0.03704, 0.03125, 0.03704, 0.03125, 0.95964, 0.64388, 0.32115,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.637575-04:00,2020-06-15 00:31:28.656519-04:00,0 days 00:00:00.018944000
Version 1.0,sgmm,201610-201707,201701,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.98363, 0.56990, 0.31830,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.657517-04:00,2020-06-15 00:31:28.673473-04:00,0 days 00:00:00.015956000
Version 1.0,sgmm,201701-201707,201701,494,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000,440.00000,50.00000, 4.00000, 0.00000,430.00000,60.00000, 4.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89069, 0.87045, 0.89069, 0.87045, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.98363, 0.56990, 0.31830,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:28.674470-04:00,2020-06-15 00:31:28.689430-04:00,0 days 00:00:00.014960000
Version 1.0,lin_reg,201611-201708,201702,493,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88844, 0.86815, 0.88844, 0.86815, 0.44877, 0.43852, 0.44877, 0.43852, 0.00000, 0.00000, 0.00000, 0.00000, 1.02153, 0.48033, 0.33649,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.042481-04:00,2020-06-15 00:31:29.113378-04:00,0 days 00:00:00.070897000
Version 1.0,lin_reg,201702-201708,201702,493,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88844, 0.86815, 0.88844, 0.86815, 0.44877, 0.43852, 0.44877, 0.43852, 0.00000, 0.00000, 0.00000, 0.00000, 1.02153, 0.48033, 0.33649,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.117280-04:00,2020-06-15 00:31:29.135263-04:00,0 days 00:00:00.017983000
Version 1.0,rand_forest,201611-201708,201702,493,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88844, 0.86815, 0.88844, 0.86815, 0.44877, 0.43852, 0.44877, 0.43852, 0.00000, 0.00000, 0.00000, 0.00000, 0.88647, 0.57623, 0.30052,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.136230-04:00,2020-06-15 00:31:29.150209-04:00,0 days 00:00:00.013979000
Version 1.0,rand_forest,201702-201708,201702,493,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88844, 0.86815, 0.88844, 0.86815, 0.44877, 0.43852, 0.44877, 0.43852, 0.00000, 0.00000, 0.00000, 0.00000, 0.88647, 0.57623, 0.30052,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.151213-04:00,2020-06-15 00:31:29.164691-04:00,0 days 00:00:00.013478000
Version 1.0,xg_boost,201611-201708,201702,493,440.00000,48.00000, 3.00000, 2.00000,430.00000,58.00000, 3.00000, 2.00000,440.00000,48.00000, 3.00000, 2.00000,430.00000,58.00000, 3.00000, 2.00000, 0.04000, 0.03333, 0.04000, 0.03333, 0.40000, 0.40000, 0.40000, 0.40000, 0.89655, 0.87627, 0.89655, 0.87627, 0.65082, 0.64057, 0.65082, 0.64057, 0.07273, 0.06154, 0.07273, 0.06154, 0.94740, 0.81230, 0.31501,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.165708-04:00,2020-06-15 00:31:29.178423-04:00,0 days 00:00:00.012715000
Version 1.0,xg_boost,201702-201708,201702,493,440.00000,48.00000, 3.00000, 2.00000,430.00000,58.00000, 3.00000, 2.00000,440.00000,48.00000, 3.00000, 2.00000,430.00000,58.00000, 3.00000, 2.00000, 0.04000, 0.03333, 0.04000, 0.03333, 0.40000, 0.40000, 0.40000, 0.40000, 0.89655, 0.87627, 0.89655, 0.87627, 0.65082, 0.64057, 0.65082, 0.64057, 0.07273, 0.06154, 0.07273, 0.06154, 0.94740, 0.81230, 0.31501,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.179431-04:00,2020-06-15 00:31:29.197598-04:00,0 days 00:00:00.018167000
Version 1.0,sgmm,201611-201708,201702,493,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88844, 0.86815, 0.88844, 0.86815, 0.44877, 0.43852, 0.44877, 0.43852, 0.00000, 0.00000, 0.00000, 0.00000, 1.08004, 0.51066, 0.35989,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.198600-04:00,2020-06-15 00:31:29.213551-04:00,0 days 00:00:00.014951000
Version 1.0,sgmm,201702-201708,201702,493,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000,438.00000,50.00000, 5.00000, 0.00000,428.00000,60.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88844, 0.86815, 0.88844, 0.86815, 0.44877, 0.43852, 0.44877, 0.43852, 0.00000, 0.00000, 0.00000, 0.00000, 1.08004, 0.51066, 0.35989,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.213551-04:00,2020-06-15 00:31:29.225519-04:00,0 days 00:00:00.011968000
Version 1.0,lin_reg,201612-201709,201703,496,440.00000,50.00000, 6.00000, 0.00000,430.00000,60.00000, 6.00000, 0.00000,440.00000,50.00000, 6.00000, 0.00000,430.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88710, 0.86694, 0.88710, 0.86694, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.94699, 0.62449, 0.32162,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.562156-04:00,2020-06-15 00:31:29.605257-04:00,0 days 00:00:00.043101000
Version 1.0,lin_reg,201703-201709,201703,496,440.00000,50.00000, 6.00000, 0.00000,430.00000,60.00000, 6.00000, 0.00000,440.00000,50.00000, 6.00000, 0.00000,430.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88710, 0.86694, 0.88710, 0.86694, 0.44898, 0.43878, 0.44898, 0.43878, 0.00000, 0.00000, 0.00000, 0.00000, 0.94699, 0.62449, 0.32162,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.607521-04:00,2020-06-15 00:31:29.620723-04:00,0 days 00:00:00.013202000
Version 1.0,rand_forest,201612-201709,201703,496,440.00000,50.00000, 6.00000, 0.00000,431.00000,59.00000, 5.00000, 1.00000,440.00000,50.00000, 6.00000, 0.00000,431.00000,59.00000, 5.00000, 1.00000, 0.00000, 0.01667, 0.00000, 0.01667, 0.00000, 0.16667, 0.00000, 0.16667, 0.88710, 0.87097, 0.88710, 0.87097, 0.44898, 0.52313, 0.44898, 0.52313, 0.00000, 0.03030, 0.00000, 0.03030, 0.93192, 0.47381, 0.31634,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.620723-04:00,2020-06-15 00:31:29.635038-04:00,0 days 00:00:00.014315000
Version 1.0,rand_forest,201703-201709,201703,496,440.00000,50.00000, 6.00000, 0.00000,431.00000,59.00000, 5.00000, 1.00000,440.00000,50.00000, 6.00000, 0.00000,431.00000,59.00000, 5.00000, 1.00000, 0.00000, 0.01667, 0.00000, 0.01667, 0.00000, 0.16667, 0.00000, 0.16667, 0.88710, 0.87097, 0.88710, 0.87097, 0.44898, 0.52313, 0.44898, 0.52313, 0.00000, 0.03030, 0.00000, 0.03030, 0.93192, 0.47381, 0.31634,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.635038-04:00,2020-06-15 00:31:29.648652-04:00,0 days 00:00:00.013614000
Version 1.0,xg_boost,201612-201709,201703,496,442.00000,48.00000, 4.00000, 2.00000,432.00000,58.00000, 4.00000, 2.00000,442.00000,48.00000, 4.00000, 2.00000,432.00000,58.00000, 4.00000, 2.00000, 0.04000, 0.03333, 0.04000, 0.03333, 0.33333, 0.33333, 0.33333, 0.33333, 0.89516, 0.87500, 0.89516, 0.87500, 0.61769, 0.60748, 0.61769, 0.60748, 0.07143, 0.06061, 0.07143, 0.06061, 1.00624, 0.50714, 0.33706,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.648834-04:00,2020-06-15 00:31:29.662291-04:00,0 days 00:00:00.013457000
Version 1.0,xg_boost,201703-201709,201703,496,442.00000,48.00000, 4.00000, 2.00000,432.00000,58.00000, 4.00000, 2.00000,442.00000,48.00000, 4.00000, 2.00000,432.00000,58.00000, 4.00000, 2.00000, 0.04000, 0.03333, 0.04000, 0.03333, 0.33333, 0.33333, 0.33333, 0.33333, 0.89516, 0.87500, 0.89516, 0.87500, 0.61769, 0.60748, 0.61769, 0.60748, 0.07143, 0.06061, 0.07143, 0.06061, 1.00624, 0.50714, 0.33706,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.662291-04:00,2020-06-15 00:31:29.675449-04:00,0 days 00:00:00.013158000
Version 1.0,sgmm,201612-201709,201703,496,441.00000,49.00000, 5.00000, 1.00000,431.00000,59.00000, 5.00000, 1.00000,441.00000,49.00000, 5.00000, 1.00000,431.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89113, 0.87097, 0.89113, 0.87097, 0.53333, 0.52313, 0.53333, 0.52313, 0.03571, 0.03030, 0.03571, 0.03030, 0.99037, 0.58639, 0.32927,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.676446-04:00,2020-06-15 00:31:29.691101-04:00,0 days 00:00:00.014655000
Version 1.0,sgmm,201703-201709,201703,496,441.00000,49.00000, 5.00000, 1.00000,431.00000,59.00000, 5.00000, 1.00000,441.00000,49.00000, 5.00000, 1.00000,431.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89113, 0.87097, 0.89113, 0.87097, 0.53333, 0.52313, 0.53333, 0.52313, 0.03571, 0.03030, 0.03571, 0.03030, 0.99037, 0.58639, 0.32927,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:29.692099-04:00,2020-06-15 00:31:29.706285-04:00,0 days 00:00:00.014186000
Version 1.0,lin_reg,201701-201710,201704,497,443.00000,48.00000, 4.00000, 2.00000,433.00000,58.00000, 4.00000, 2.00000,443.00000,48.00000, 4.00000, 2.00000,433.00000,58.00000, 4.00000, 2.00000, 0.04000, 0.03333, 0.04000, 0.03333, 0.33333, 0.33333, 0.33333, 0.33333, 0.89537, 0.87525, 0.89537, 0.87525, 0.61779, 0.60760, 0.61779, 0.60760, 0.07143, 0.06061, 0.07143, 0.06061, 0.96311, 0.57943, 0.31665,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:30.057241-04:00,2020-06-15 00:31:30.100393-04:00,0 days 00:00:00.043152000
Version 1.0,lin_reg,201704-201710,201704,497,443.00000,48.00000, 4.00000, 2.00000,433.00000,58.00000, 4.00000, 2.00000,443.00000,48.00000, 4.00000, 2.00000,433.00000,58.00000, 4.00000, 2.00000, 0.04000, 0.03333, 0.04000, 0.03333, 0.33333, 0.33333, 0.33333, 0.33333, 0.89537, 0.87525, 0.89537, 0.87525, 0.61779, 0.60760, 0.61779, 0.60760, 0.07143, 0.06061, 0.07143, 0.06061, 0.96311, 0.57943, 0.31665,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:30.103363-04:00,2020-06-15 00:31:30.118950-04:00,0 days 00:00:00.015587000
Version 1.0,rand_forest,201701-201710,201704,497,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89135, 0.87123, 0.89135, 0.87123, 0.53344, 0.52325, 0.53344, 0.52325, 0.03571, 0.03030, 0.03571, 0.03030, 0.95774, 0.64358, 0.33170,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:30.118950-04:00,2020-06-15 00:31:30.133160-04:00,0 days 00:00:00.014210000
Version 1.0,rand_forest,201704-201710,201704,497,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89135, 0.87123, 0.89135, 0.87123, 0.53344, 0.52325, 0.53344, 0.52325, 0.03571, 0.03030, 0.03571, 0.03030, 0.95774, 0.64358, 0.33170,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:30.133160-04:00,2020-06-15 00:31:30.146150-04:00,0 days 00:00:00.012990000
Version 1.0,xg_boost,201701-201710,201704,497,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89135, 0.87123, 0.89135, 0.87123, 0.53344, 0.52325, 0.53344, 0.52325, 0.03571, 0.03030, 0.03571, 0.03030, 0.98153, 0.68432, 0.32645,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:30.147133-04:00,2020-06-15 00:31:30.161104-04:00,0 days 00:00:00.013971000
Version 1.0,xg_boost,201704-201710,201704,497,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000,442.00000,49.00000, 5.00000, 1.00000,432.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89135, 0.87123, 0.89135, 0.87123, 0.53344, 0.52325, 0.53344, 0.52325, 0.03571, 0.03030, 0.03571, 0.03030, 0.98153, 0.68432, 0.32645,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:30.162082-04:00,2020-06-15 00:31:30.176046-04:00,0 days 00:00:00.013964000
