Experiment Name,Model,Window,Eval Date,Num Samples,TN_@k=50,FP_@k=50,FN_@k=50,TP_@k=50,TN_@k=60,FP_@k=60,FN_@k=60,TP_@k=60,TN_@p>=0.5,FP_@p>=0.5,FN_@p>=0.5,TP_@p>=0.5,TN_@p>=0.6,FP_@p>=0.6,FN_@p>=0.6,TP_@p>=0.6,precision_@k=50,precision_@k=60,precision_@p>=0.5,precision_@p>=0.6,recall_@k=50,recall_@k=60,recall_@p>=0.5,recall_@p>=0.6,accuracy_@k=50,accuracy_@k=60,accuracy_@p>=0.5,accuracy_@p>=0.6,balanced_acc_@k=50,balanced_acc_@k=60,balanced_acc_@p>=0.5,balanced_acc_@p>=0.6,f1_score_@k=50,f1_score_@k=60,f1_score_@p>=0.5,f1_score_@p>=0.6,log_loss,roc_auc_score,brier_score_loss,Prediction Source,Referral Source,Result Output,Start Time,End Time,Total Time
Version 1.0,lin_reg,201510-201607,201601,499,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89379, 0.87375, 0.89379, 0.87375, 0.44960, 0.43952, 0.44960, 0.43952, 0.00000, 0.00000, 0.00000, 0.00000, 1.06484, 0.67742, 0.35288,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.416828-04:00,2020-06-15 00:31:22.454726-04:00,0 days 00:00:00.037898000
Version 1.0,lin_reg,201601-201607,201601,499,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89379, 0.87375, 0.89379, 0.87375, 0.44960, 0.43952, 0.44960, 0.43952, 0.00000, 0.00000, 0.00000, 0.00000, 1.06484, 0.67742, 0.35288,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.456721-04:00,2020-06-15 00:31:22.468689-04:00,0 days 00:00:00.011968000
Version 1.0,rand_forest,201510-201607,201601,499,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89379, 0.87375, 0.89379, 0.87375, 0.44960, 0.43952, 0.44960, 0.43952, 0.00000, 0.00000, 0.00000, 0.00000, 1.03633, 0.37366, 0.34200,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.468689-04:00,2020-06-15 00:31:22.480657-04:00,0 days 00:00:00.011968000
Version 1.0,rand_forest,201601-201607,201601,499,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89379, 0.87375, 0.89379, 0.87375, 0.44960, 0.43952, 0.44960, 0.43952, 0.00000, 0.00000, 0.00000, 0.00000, 1.03633, 0.37366, 0.34200,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.480657-04:00,2020-06-15 00:31:22.492624-04:00,0 days 00:00:00.011967000
Version 1.0,xg_boost,201510-201607,201601,499,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89379, 0.87375, 0.89379, 0.87375, 0.44960, 0.43952, 0.44960, 0.43952, 0.00000, 0.00000, 0.00000, 0.00000, 0.95829, 0.43280, 0.33071,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.492624-04:00,2020-06-15 00:31:22.505590-04:00,0 days 00:00:00.012966000
Version 1.0,xg_boost,201601-201607,201601,499,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000,446.00000,50.00000, 3.00000, 0.00000,436.00000,60.00000, 3.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.89379, 0.87375, 0.89379, 0.87375, 0.44960, 0.43952, 0.44960, 0.43952, 0.00000, 0.00000, 0.00000, 0.00000, 0.95829, 0.43280, 0.33071,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.506587-04:00,2020-06-15 00:31:22.517557-04:00,0 days 00:00:00.010970000
Version 1.0,sgmm,201510-201607,201601,499,447.00000,49.00000, 2.00000, 1.00000,437.00000,59.00000, 2.00000, 1.00000,447.00000,49.00000, 2.00000, 1.00000,437.00000,59.00000, 2.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.33333, 0.33333, 0.33333, 0.33333, 0.89780, 0.87776, 0.89780, 0.87776, 0.61727, 0.60719, 0.61727, 0.60719, 0.03774, 0.03175, 0.03774, 0.03175, 0.92405, 0.85820, 0.31278,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.517557-04:00,2020-06-15 00:31:22.529525-04:00,0 days 00:00:00.011968000
Version 1.0,sgmm,201601-201607,201601,499,447.00000,49.00000, 2.00000, 1.00000,437.00000,59.00000, 2.00000, 1.00000,447.00000,49.00000, 2.00000, 1.00000,437.00000,59.00000, 2.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.33333, 0.33333, 0.33333, 0.33333, 0.89780, 0.87776, 0.89780, 0.87776, 0.61727, 0.60719, 0.61727, 0.60719, 0.03774, 0.03175, 0.03774, 0.03175, 0.92405, 0.85820, 0.31278,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.529525-04:00,2020-06-15 00:31:22.541493-04:00,0 days 00:00:00.011968000
Version 1.0,lin_reg,201511-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 0.97500, 0.37627, 0.32901,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.847474-04:00,2020-06-15 00:31:22.888363-04:00,0 days 00:00:00.040889000
Version 1.0,lin_reg,201602-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 0.97500, 0.37627, 0.32901,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.890358-04:00,2020-06-15 00:31:22.902326-04:00,0 days 00:00:00.011968000
Version 1.0,rand_forest,201511-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 0.98569, 0.36883, 0.32667,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.903323-04:00,2020-06-15 00:31:22.915291-04:00,0 days 00:00:00.011968000
Version 1.0,rand_forest,201602-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 0.98569, 0.36883, 0.32667,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.916288-04:00,2020-06-15 00:31:22.928256-04:00,0 days 00:00:00.011968000
Version 1.0,xg_boost,201511-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 0.99408, 0.29986, 0.33544,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.928256-04:00,2020-06-15 00:31:22.941221-04:00,0 days 00:00:00.012965000
Version 1.0,xg_boost,201602-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 0.99408, 0.29986, 0.33544,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.941221-04:00,2020-06-15 00:31:22.953189-04:00,0 days 00:00:00.011968000
Version 1.0,sgmm,201511-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 1.00171, 0.34145, 0.34155,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.954187-04:00,2020-06-15 00:31:22.966155-04:00,0 days 00:00:00.011968000
Version 1.0,sgmm,201602-201608,201602,499,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000,443.00000,50.00000, 6.00000, 0.00000,433.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88778, 0.86774, 0.88778, 0.86774, 0.44929, 0.43915, 0.44929, 0.43915, 0.00000, 0.00000, 0.00000, 0.00000, 1.00171, 0.34145, 0.34155,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:22.967152-04:00,2020-06-15 00:31:22.979119-04:00,0 days 00:00:00.011967000
Version 1.0,lin_reg,201512-201609,201603,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 1.04957, 0.38347, 0.34471,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.306240-04:00,2020-06-15 00:31:23.346133-04:00,0 days 00:00:00.039893000
Version 1.0,lin_reg,201603-201609,201603,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 1.04957, 0.38347, 0.34471,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.349124-04:00,2020-06-15 00:31:23.360095-04:00,0 days 00:00:00.010971000
Version 1.0,rand_forest,201512-201609,201603,498,442.00000,50.00000, 6.00000, 0.00000,433.00000,59.00000, 5.00000, 1.00000,442.00000,50.00000, 6.00000, 0.00000,433.00000,59.00000, 5.00000, 1.00000, 0.00000, 0.01667, 0.00000, 0.01667, 0.00000, 0.16667, 0.00000, 0.16667, 0.88755, 0.87149, 0.88755, 0.87149, 0.44919, 0.52337, 0.44919, 0.52337, 0.00000, 0.03030, 0.00000, 0.03030, 0.99961, 0.51524, 0.33515,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.360095-04:00,2020-06-15 00:31:23.372063-04:00,0 days 00:00:00.011968000
Version 1.0,rand_forest,201603-201609,201603,498,442.00000,50.00000, 6.00000, 0.00000,433.00000,59.00000, 5.00000, 1.00000,442.00000,50.00000, 6.00000, 0.00000,433.00000,59.00000, 5.00000, 1.00000, 0.00000, 0.01667, 0.00000, 0.01667, 0.00000, 0.16667, 0.00000, 0.16667, 0.88755, 0.87149, 0.88755, 0.87149, 0.44919, 0.52337, 0.44919, 0.52337, 0.00000, 0.03030, 0.00000, 0.03030, 0.99961, 0.51524, 0.33515,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.373060-04:00,2020-06-15 00:31:23.385028-04:00,0 days 00:00:00.011968000
Version 1.0,xg_boost,201512-201609,201603,498,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89157, 0.87149, 0.89157, 0.87149, 0.53354, 0.52337, 0.53354, 0.52337, 0.03571, 0.03030, 0.03571, 0.03030, 0.95363, 0.47459, 0.32648,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.386025-04:00,2020-06-15 00:31:23.398990-04:00,0 days 00:00:00.012965000
Version 1.0,xg_boost,201603-201609,201603,498,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89157, 0.87149, 0.89157, 0.87149, 0.53354, 0.52337, 0.53354, 0.52337, 0.03571, 0.03030, 0.03571, 0.03030, 0.95363, 0.47459, 0.32648,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.399988-04:00,2020-06-15 00:31:23.411955-04:00,0 days 00:00:00.011967000
Version 1.0,sgmm,201512-201609,201603,498,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89157, 0.87149, 0.89157, 0.87149, 0.53354, 0.52337, 0.53354, 0.52337, 0.03571, 0.03030, 0.03571, 0.03030, 1.03810, 0.43056, 0.34485,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.411955-04:00,2020-06-15 00:31:23.422926-04:00,0 days 00:00:00.010971000
Version 1.0,sgmm,201603-201609,201603,498,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000,443.00000,49.00000, 5.00000, 1.00000,433.00000,59.00000, 5.00000, 1.00000, 0.02000, 0.01667, 0.02000, 0.01667, 0.16667, 0.16667, 0.16667, 0.16667, 0.89157, 0.87149, 0.89157, 0.87149, 0.53354, 0.52337, 0.53354, 0.52337, 0.03571, 0.03030, 0.03571, 0.03030, 1.03810, 0.43056, 0.34485,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.423923-04:00,2020-06-15 00:31:23.436889-04:00,0 days 00:00:00.012966000
Version 1.0,lin_reg,201601-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 1.01368, 0.52778, 0.33467,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.767858-04:00,2020-06-15 00:31:23.803761-04:00,0 days 00:00:00.035903000
Version 1.0,lin_reg,201604-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 1.01368, 0.52778, 0.33467,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.805755-04:00,2020-06-15 00:31:23.818720-04:00,0 days 00:00:00.012965000
Version 1.0,rand_forest,201601-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 0.95621, 0.52337, 0.31715,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.818720-04:00,2020-06-15 00:31:23.829703-04:00,0 days 00:00:00.010983000
Version 1.0,rand_forest,201604-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 0.95621, 0.52337, 0.31715,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.830688-04:00,2020-06-15 00:31:23.841659-04:00,0 days 00:00:00.010971000
Version 1.0,xg_boost,201601-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 1.02920, 0.51186, 0.34886,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.842656-04:00,2020-06-15 00:31:23.853627-04:00,0 days 00:00:00.010971000
Version 1.0,xg_boost,201604-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 1.02920, 0.51186, 0.34886,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.853627-04:00,2020-06-15 00:31:23.866592-04:00,0 days 00:00:00.012965000
Version 1.0,sgmm,201601-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 0.89872, 0.52744, 0.30222,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.867589-04:00,2020-06-15 00:31:23.878560-04:00,0 days 00:00:00.010971000
Version 1.0,sgmm,201604-201610,201604,498,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000,442.00000,50.00000, 6.00000, 0.00000,432.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88755, 0.86747, 0.88755, 0.86747, 0.44919, 0.43902, 0.44919, 0.43902, 0.00000, 0.00000, 0.00000, 0.00000, 0.89872, 0.52744, 0.30222,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:23.879557-04:00,2020-06-15 00:31:23.890527-04:00,0 days 00:00:00.010970000
Version 1.0,lin_reg,201602-201611,201605,497,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88732, 0.86720, 0.88732, 0.86720, 0.44908, 0.43890, 0.44908, 0.43890, 0.00000, 0.00000, 0.00000, 0.00000, 0.97942, 0.35777, 0.32590,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:24.229647-04:00,2020-06-15 00:31:24.268537-04:00,0 days 00:00:00.038890000
Version 1.0,lin_reg,201605-201611,201605,497,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88732, 0.86720, 0.88732, 0.86720, 0.44908, 0.43890, 0.44908, 0.43890, 0.00000, 0.00000, 0.00000, 0.00000, 0.97942, 0.35777, 0.32590,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:24.271533-04:00,2020-06-15 00:31:24.285507-04:00,0 days 00:00:00.013974000
Version 1.0,rand_forest,201602-201611,201605,497,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88732, 0.86720, 0.88732, 0.86720, 0.44908, 0.43890, 0.44908, 0.43890, 0.00000, 0.00000, 0.00000, 0.00000, 1.01507, 0.26188, 0.33901,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:24.285507-04:00,2020-06-15 00:31:24.299449-04:00,0 days 00:00:00.013942000
Version 1.0,rand_forest,201605-201611,201605,497,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88732, 0.86720, 0.88732, 0.86720, 0.44908, 0.43890, 0.44908, 0.43890, 0.00000, 0.00000, 0.00000, 0.00000, 1.01507, 0.26188, 0.33901,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:24.299449-04:00,2020-06-15 00:31:24.315405-04:00,0 days 00:00:00.015956000
Version 1.0,xg_boost,201602-201611,201605,497,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88732, 0.86720, 0.88732, 0.86720, 0.44908, 0.43890, 0.44908, 0.43890, 0.00000, 0.00000, 0.00000, 0.00000, 0.98744, 0.66124, 0.33091,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:24.316404-04:00,2020-06-15 00:31:24.331363-04:00,0 days 00:00:00.014959000
Version 1.0,xg_boost,201605-201611,201605,497,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000,441.00000,50.00000, 6.00000, 0.00000,431.00000,60.00000, 6.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.88732, 0.86720, 0.88732, 0.86720, 0.44908, 0.43890, 0.44908, 0.43890, 0.00000, 0.00000, 0.00000, 0.00000, 0.98744, 0.66124, 0.33091,./data/simulated_prediction_data/predictions.csv,./data/simulated_prediction_data/referrals.csv,./results/results.csv,2020-06-15 00:31:24.331363-04:00,2020-06-15 00:31:24.346330-04:00,0 days 00:00:00.014967000
